judul_resep,waktu_masak,tingkat_kesulitan,jumlah_porsi,url_sumber,bahan-bahan,cluster_label,cluster_persona
"Resep Pempek Ikan Tenggiri Kuah Cuko Pedas, Sedap dan Tidak Alot",2jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-pempek-ikan-tenggiri-kuah-cuko-pedas-sedap-dan-tidak-alot/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'gula merah', 'asam jawa', 'garam', 'telur', 'ikan', 'cuka']",0,Masakan Rumit Tradisional
"Resep Mie Tek Tek Kuah A la Kaki Lima, Gampang dan Sedap",1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-mie-tek-tek-kuah-a-la-kaki-lima/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'bawang', 'garam', 'merica', 'kemiri', 'tomat', 'telur', 'seledri', 'kol']",3,Masakan Cepat dan Praktis
"Resep  Ayam Bakar Ungkep Bumbu Meresap, Jodohnya Sayur Asem",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bakar-ungkep-bumbu-meresap-jodohnya-sayur-asem/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
"Resep Sambal Leunca A la Rumah Makan Sunda, Pedasnya Mantap!",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-leunca-a-la-rumah-makan-sunda-pedasnya-mantap/,"['bawang putih', 'cabai merah', 'cabai rawit', 'gula merah', 'garam', 'jamur', 'kemangi', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Sambal Kacang Untuk Gorengan, Dijamin Bikin Nagih",30mnt,Mudah,8 Porsi,https://www.masakapahariini.com/resep/resep-sambal-kacang-untuk-gorengan-dijamin-bikin-nagih/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'kacang']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Nasi Uduk Rice Cooker Praktis, Sarapan Jadi Lebih Semangat",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-uduk-rice-cooker-praktis-sarapan-jadi-lebih-semangat/,"['daun salam', 'garam', 'serai', 'lengkuas', 'santan', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Ati Ampela Kuah Santan, Lezat dan Gampang Bikinnya",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/cara-masak-ati-ampela-kuah-lezat/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'santan', 'kunyit']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Sapi Medok Bumbu, Sedap Untuk Idul Adha",2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-sapi-medok-bumbu-sedap-untuk-idul-adha/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'cengkih']",2,Masakan Rumahan Sehari-Hari
Resep Semur Daging Kambing Empuk dan Tanpa Bau Untuk Idul Adha,2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-semur-daging-kambing-empuk-dan-tanpa-bau/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'kaldu sapi', 'kayu manis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'cengkih']",2,Masakan Rumahan Sehari-Hari
Resep Iga Bakar Empuk dan Enak Untuk Masakan Idul Adha,2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-iga-bakar-empuk-dan-enak/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Oseng Mercon Daging Sapi, Empuk dan Pedasnya Nendang",1j 30mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-oseng-mercon-daging-sapi-empuk-dan-pedasnya-nendang/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'kaldu sapi', 'daging sapi', 'garam', 'serai', 'jahe', 'lengkuas']",2,Masakan Rumahan Sehari-Hari
Resep Tengkleng Sapi Empuk dan Sedap Untuk Idul Adha,2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tengkleng-sapi-empuk-dan-sedap-untuk-idul-adha/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'kaldu sapi', 'kayu manis', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'kunyit', 'cengkih']",2,Masakan Rumahan Sehari-Hari
Resep Tongseng Kambing Santan Untuk Olahan Daging Kurban,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-tongseng-kambing-santan-untuk-olahan-daging-kurban/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'kaldu sapi', 'daging kambing', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'tomat', 'kunyit', 'kol']",0,Masakan Rumit Tradisional
"Resep Soto Ceker Kuah Kuning, Resep Andalan Favorit Keluarga",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-ceker-kuah-kuning/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'daun bawang', 'jeruk nipis', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'tomat', 'kunyit', 'seledri', 'kol']",0,Masakan Rumit Tradisional
"Resep Tengkleng Kambing Empuk dan Tidak Bau, Sedap Untuk Idul Adha",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tengkleng-kambing/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun jeruk', 'kaldu sapi', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'tomat', 'kunyit', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Sop Jamur dan Brokoli, Enak dan Kaya Nutrisi",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sop-jamur-brokoli-kuah-kecap/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun bawang', 'bawang', 'garam', 'merica', 'jahe', 'tomat', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Rendang Ayam Rumahan, Simple dan Lezat untuk Lebaran",2jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-ayam-rendang/,"['bawang putih', 'bawang merah', 'cabai merah', 'cabai rawit', 'jahe', 'santan', 'kacang']",0,Masakan Rumit Tradisional
Resep Sambal Pecel Lele Enak a la Warung Tenda,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-pecel-lele/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'garam', 'tomat', 'ikan', 'jamur', 'kemangi']",3,Masakan Cepat dan Praktis
"Resep Mie Goreng Jawa Rumahan, Hidangan Tradisional Ramah Anak",45mnt,Mudah,1 Porsi,https://www.masakapahariini.com/resep/resep-mie-goreng-jawa/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'garam', 'merica', 'kemiri', 'tomat', 'telur', 'seledri', 'kol', 'wortel']",3,Masakan Cepat dan Praktis
"Resep Sempol Ayam Bumbu Rujak, Camilan Enak untuk Kumpul Keluarga",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sempol-ayam-bumbu-rujak/,"['bawang putih', 'kaldu ayam', 'gula pasir', 'daun bawang', 'daging ayam', 'merica', 'telur']",3,Masakan Cepat dan Praktis
"Resep Tongseng Kambing Tanpa Santan, Menu Simple Wajib Coba",45mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-tongseng-daging-kambing/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'asam jawa', 'daging kambing', 'garam', 'merica', 'serai', 'jahe', 'ketumbar', 'tomat', 'kol']",3,Masakan Cepat dan Praktis
Resep Gulai Nangka Sederhana a la Masakan Padang untuk Lebaran,1jam,Cukup Rumit,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-nangka/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'daun jeruk', 'garam', 'serai', 'jahe', 'lengkuas', 'santan', 'kunyit', 'udang']",0,Masakan Rumit Tradisional
Resep Soto Daging Sapi Sederhana dengan Santan untuk Menu Lebaran,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-daging-sapi/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'seledri', 'kol']",2,Masakan Rumahan Sehari-Hari
Resep Sayur Godog Betawi Kuah Medok dan Gurih,1j 15mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sayur-godog-betawi-kuah-medok-dan-gurih/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'garam', 'serai', 'lengkuas', 'santan', 'kunyit', 'kacang']",2,Masakan Rumahan Sehari-Hari
"Resep Telur Bacem Manis Gurih, Gampang Bikinnya dan Nggak Boros Gas",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-telur-bacem-manis-gurih-gampang-bikinnya/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'garam', 'lengkuas', 'ketumbar', 'telur']",2,Masakan Rumahan Sehari-Hari
"Resep Bubur Sumsum Lembut, Praktis dan Mudah Dibuat",30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-bubur-sumsum/,"['gula merah', 'garam', 'santan']",0,Masakan Rumit Tradisional
Resep Singkong Thailand Saus Santan Manis yang Lembut a la Chef,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-singkong-thailand-saus-santan/,"['garam', 'santan']",0,Masakan Rumit Tradisional
"Resep Batagor, Jajanan Kaki Lima Simpel yang Bikin Kangen Bandung",1jam,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-batagor-bandung/,"['bawang putih', 'kecap manis', 'cabai rawit', 'gula pasir', 'daun bawang', 'gula merah', 'limau', 'telur', 'kacang', 'ikan', 'tahu', 'jamur']",0,Masakan Rumit Tradisional
"Resep Tempe Mendoan Sambal Kecap Tekstur Renyah, Jodoh Sejatinya Sroto Banyumas",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-tempe-mendoan-sambal-kecap/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'garam', 'ketumbar', 'tomat', 'tempe']",3,Masakan Cepat dan Praktis
Resep Terong Balado Crispy yang Mudah dan Sederhana,45mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-terong-balado-crispy/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'garam', 'merica']",3,Masakan Cepat dan Praktis
"Resep Cumi Asin Cabe Ijo, Lauk Andalan yang Mudah Dibuat",30mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-cumi-asin/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun jeruk', 'jeruk nipis', 'cabai hijau', 'jahe', 'lengkuas', 'tomat']",3,Masakan Cepat dan Praktis
"Resep Cireng Crispy Saus Pedas Manis, Rasa Gurih Bikin Ketagihan",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-cireng-crispy-pedas-manis/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'asam jawa', 'limau', 'garam', 'wortel']",0,Masakan Rumit Tradisional
Cara Membuat Pempek Kapal Selam Anti Gagal,1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-pempek-kapal-selam/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula merah', 'asam jawa', 'garam', 'telur', 'ikan', 'cuka']",0,Masakan Rumit Tradisional
Resep Pepes Ikan Mas Sederhana dan Enak untuk Buka Puasa,1jam,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-pepes-ikan-mas/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'jeruk nipis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'tomat', 'kunyit', 'ikan', 'kemangi']",2,Masakan Rumahan Sehari-Hari
Resep Urap Sayur Sederhana dan Tips Supaya Tidak Cepat Basi,30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-urap-sayur-sederhana/,"['bawang putih', 'kecap manis', 'cabai merah', 'cabai rawit', 'garam', 'kacang', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Pepes Ikan Bumbu Woku, Menu Baru untuk Ramadan",2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-pepes-ikan-bumbu-woku/,"['bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'daun bawang', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'tomat', 'kunyit', 'ikan', 'kemangi']",2,Masakan Rumahan Sehari-Hari
Resep Soto Daging Sapi Kuah Bening Empuk dan Sedap untuk Idul Adha,1j 20mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-soto-daging-sapi-kuah-bening-empuk-dan-sedap/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'daun bawang', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'tomat', 'seledri']",2,Masakan Rumahan Sehari-Hari
"Resep Cumi Hitam Khas Madura, Pedas Nagih dan Anti Alot",40mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-cumi-hitam-khas-madura-yang-pedasnya-mantap/,"['bawang merah', 'cabai merah', 'cabai rawit', 'daun jeruk', 'garam', 'serai', 'lengkuas', 'tomat']",3,Masakan Cepat dan Praktis
Cara Membuat Ketupat Gurih yang Simple untuk Lebaran,4jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/cara-membuat-ketupat/,['kaldu ayam'],0,Masakan Rumit Tradisional
"Resep Dendeng Balado Basah Asli Padang, Empuk dan Menggiurkan",2jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-dendeng-balado-basah-asli-padang/,"['bawang putih', 'bawang merah', 'kaldu sapi', 'cabai', 'gula', 'garam', 'merica', 'ketumbar', 'tomat']",0,Masakan Rumit Tradisional
"Resep Krengsengan Daging Sapi Jawa Timur yang Empuk, Enak, dan Sederhana",50mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-krengsengan-daging-jawa-timur/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'garam', 'merica', 'jahe', 'tomat', 'udang']",3,Masakan Cepat dan Praktis
Resep Sempol Ayam Pedas Khas Malang yang Mudah dan Empuk,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sempol-ayam-pedas/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'daun bawang', 'daging ayam', 'garam', 'merica', 'telur', 'wortel']",0,Masakan Rumit Tradisional
"Resep Rawon Ayam Sederhana dan Gurih, Sama Lezatnya dengan Daging",1j 30mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-rawon-ayam/,"['kaldu ayam', 'daun jeruk', 'gula pasir', 'serai', 'lengkuas']",2,Masakan Rumahan Sehari-Hari
Resep Empal Gepuk Daging Sapi Khas Sunda yang Enak dan Empuk,1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-empal-gepuk-daging-sapi/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu sapi', 'daging sapi', 'asam jawa', 'garam', 'lengkuas', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Daging Betawi, Gurih dan Empuk yang Wajib Dicoba",1jam,Sedang,3 Porsi,https://www.masakapahariini.com/resep/semur-daging-betawi/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'kaldu sapi', 'daging sapi', 'kayu manis', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar']",0,Masakan Rumit Tradisional
"Resep Soto Tangkar Sederhana Khas Betawi, Hidangan Lezat yang Legendaris",1j 30mnt,Mudah,8 Porsi,https://www.masakapahariini.com/resep/resep-soto-tangkar/,"['bawang putih', 'bawang merah', 'daun salam', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'limau', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'tomat', 'kunyit']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Sambal Cumi Segar, Jadikan Makan Malam Lebih Seru",1jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sambal-cumi/,"['bawang putih', 'bawang merah', 'cabai rawit', 'daun jeruk', 'gula pasir', 'serai', 'jamur']",2,Masakan Rumahan Sehari-Hari
"Resep Babat Gongso Khas Semarang, Ide Sedap Untuk Idul Adha",1j 20mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-babat-gongso/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'kaldu sapi', 'garam', 'merica', 'serai', 'jahe', 'lengkuas']",0,Masakan Rumit Tradisional
Resep Tahu Walik Ayam Renyah dan Mudah Dibuat,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-tahu-walik/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daging ayam', 'merica', 'telur', 'tahu', 'wortel']",0,Masakan Rumit Tradisional
"Resep Soto Betawi Enak, Gurih, dan Super Gampang Buat Idul Adha",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-betawi-khas-jakarta/,"['kecap manis', 'daun salam', 'daun jeruk', 'daun bawang', 'daging sapi', 'limau', 'lengkuas', 'santan', 'tomat']",3,Masakan Cepat dan Praktis
"Resep Soto Ayam Kuah Bening, Segar dan Enak",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-ayam-bening/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'daun jeruk', 'jeruk nipis', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'telur', 'kunyit', 'seledri', 'kol', 'udang']",2,Masakan Rumahan Sehari-Hari
"Resep Oseng Genjer Teri Taoco, Lezat Tak Mesti ke Restoran Sunda",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-oseng-genjer-teri-taoco/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'garam']",3,Masakan Cepat dan Praktis
Resep Sate Kikil Bumbu Bacem Pedas Seenak Angkringan,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-kikil-bumbu-bacem/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'gula merah', 'asam jawa', 'garam', 'merica', 'lengkuas', 'kemiri', 'ketumbar']",0,Masakan Rumit Tradisional
"Resep Sambal Goang 3 Kombinasi, Saking Enaknya Ingin Tambah Terus",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sambal-goang/,"['bawang putih', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'garam', 'tempe', 'kemangi', 'kencur']",3,Masakan Cepat dan Praktis
"Cara Membuat Cilok Kuah Pedas Segar, Nggak Cukup Semangkok Saja",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-cilok-kuah-pedas/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'daun bawang', 'limau', 'bawang', 'garam', 'merica', 'seledri', 'wortel', 'kencur']",0,Masakan Rumit Tradisional
"Resep Pindang Tetel Khas Pekalongan, Hidangan Mirip Rawon yang Bikin Penasaran",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-pindang-tetel-khas-pekalongan/,"['bawang putih', 'bawang merah', 'cabai rawit', 'daun salam', 'gula pasir', 'daun bawang', 'daging sapi', 'serai', 'lengkuas', 'ketumbar', 'tomat']",0,Masakan Rumit Tradisional
"Resep Nasi Goreng Rawon, Menu Baru yang Wajib Dicoba",Waktu tidak ditemukan,Kesulitan tidak ditemukan,1 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-rawon/,"['bawang merah', 'kecap manis', 'cabai rawit', 'daun jeruk', 'daging sapi', 'tomat', 'telur', 'udang']",3,Masakan Cepat dan Praktis
"Resep Cireng Bumbu Rujak Kecombrang, Snack yang Bikin Nagih",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-cireng-bumbu-rujak-kecombrang/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'gula merah', 'asam jawa', 'garam', 'merica', 'ketumbar', 'kacang', 'wortel']",0,Masakan Rumit Tradisional
"Resep Dendeng Ragi Khas Jawa Timur, Tambah Serundeng Makin Mantap",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-dendeng-ragi-serundeng/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daging sapi', 'gula merah', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan']",0,Masakan Rumit Tradisional
Cara Membuat Tongseng Sapi Mercon yang Nagih Abis,1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-tongseng-sapi/,"['kecap manis', 'cabai rawit', 'daun salam', 'daun jeruk', 'daging sapi', 'serai', 'santan', 'tomat', 'kol']",2,Masakan Rumahan Sehari-Hari
"Resep Barobbo Jagung Khas Sulawesi Selatan, Menu Sarapan Enak Bergizi",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-barobbo-jagung/,"['bawang putih', 'bawang merah', 'garam', 'jamur', 'kemangi', 'jagung', 'udang']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Goreng Terasi Bumbu Kencur, Bakal Bikin Tambah Terus",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-terasi-bumbu-kencur/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'garam', 'tomat', 'telur', 'kol', 'wortel', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Sayur Tahu Jamblang Khas Cirebon, Menu Enak Sehari-Hari",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sayur-tahu-jamblang/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'lengkuas', 'ketumbar', 'santan', 'tomat', 'tahu', 'kol', 'wortel']",2,Masakan Rumahan Sehari-Hari
"Resep Kupat Tahu Magelang, Menu Sarapan Enak dan Komplet",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kupat-tahu-magelang/,"['bawang putih', 'kecap manis', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula merah', 'asam jawa', 'bawang', 'garam', 'lengkuas', 'kacang', 'seledri', 'tahu', 'kol']",2,Masakan Rumahan Sehari-Hari
"Resep Pindang Bandeng Kuah Asam Manis, Sajian Sehat dan Istimewa",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-pindang-bandeng-kuah-asam-manis/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun salam', 'jeruk nipis', 'asam jawa', 'cabai hijau', 'garam', 'serai', 'jahe', 'lengkuas', 'tomat', 'kunyit', 'ikan']",2,Masakan Rumahan Sehari-Hari
"Resep Timlo Khas Kota Solo, Hidangan Berkuah Hangat Menyegarkan",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-timlo-solo/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'bawang', 'garam', 'merica', 'jahe', 'telur', 'wortel', 'jamur', 'cengkih']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Bakar Ikan Teri, Nikmat Disantap Hingga Ludes",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-bakar-ikan-teri/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'garam', 'serai', 'tomat', 'tempe', 'kemangi']",0,Masakan Rumit Tradisional
"Resep Nasi Gila Pedas a la Kaki Lima, Lezatnya Bikin Ludes",30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-gila/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'bawang', 'garam', 'merica', 'kemiri', 'telur', 'kol', 'wortel']",3,Masakan Cepat dan Praktis
"Resep Singkong Keju Saus Mayo Pedas, Makin Seru Disantap Saat Akhir Pekan",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-singkong-keju/,"['bawang putih', 'kaldu ayam', 'merica']",3,Masakan Cepat dan Praktis
"Resep Rabokki Komplet Super Pedas, Bikin Maunya Tambah Terus",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-rabokki-komplet-super-pedas/,"['bawang putih', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'bawang', 'telur', 'ikan', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Kalio Daging Khas Minang, Masakan Lezat untuk Kapan Saja",3jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kalio-daging-khas-minang/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'santan', 'kunyit']",2,Masakan Rumahan Sehari-Hari
Resep Sate Ati Ampela Empuk a la Angkringan Malam Hari,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-sate-ati-ampela-empuk/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'asam jawa', 'garam', 'lengkuas', 'ketumbar']",0,Masakan Rumit Tradisional
"Resep Cilok Bandung Mini Saus Kacang, Lengkapi Koleksi Camilan di Rumah",1jam,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-cilok-bandung-mini-saus-kacang/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'garam', 'kacang', 'seledri']",0,Masakan Rumit Tradisional
